Sample,2Theta_deg,Intensity,Wavelength_A,Scan_Speed_deg/min
Sample_A,16.20886981402003,54.07430787803678,1.5406,2.0
Sample_A,16.30901287553648,74.06063674844057,1.5406,2.0
Sample_A,16.409155937052933,51.68626137046787,1.5406,2.0
Sample_A,16.509298998569385,53.27867846684187,1.5406,2.0
Sample_A,16.609442060085836,57.475030999463826,1.5406,2.0
Sample_A,16.709585121602288,45.46186299439595,1.5406,2.0
Sample_A,16.809728183118743,36.57451190824921,1.5406,2.0
Sample_A,16.909871244635195,56.28219758850034,1.5406,2.0
Sample_A,17.010014306151646,79.68836226188685,1.5406,2.0
Sample_A,17.110157367668098,63.04328315987652,1.5406,2.0
Sample_A,17.21030042918455,45.34853264833857,1.5406,2.0
Sample_A,17.310443490701,73.69492373119392,1.5406,2.0
Sample_A,17.410586552217453,68.4189462403848,1.5406,2.0
Sample_A,17.510729613733908,74.33001577353144,1.5406,2.0
Sample_A,17.61087267525036,12.33474389585637,1.5406,2.0
Sample_A,17.71101573676681,54.42583954673085,1.5406,2.0
Sample_A,17.811158798283262,86.33190509190025,1.5406,2.0
Sample_A,17.911301859799714,84.85767950153273,1.5406,2.0
Sample_A,18.011444921316166,48.790444251418776,1.5406,2.0
Sample_A,18.111587982832617,38.209043037809955,1.5406,2.0
Sample_A,18.211731044349072,33.55940814693592,1.5406,2.0
Sample_A,18.31187410586552,48.95563685796943,1.5406,2.0
Sample_A,18.412017167381975,48.295250628167416,1.5406,2.0
Sample_A,18.512160228898427,58.62105656765093,1.5406,2.0
Sample_A,18.61230329041488,46.066408810536544,1.5406,2.0
Sample_A,18.71244635193133,36.78817175327415,1.5406,2.0
Sample_A,18.812589413447782,45.07006710965885,1.5406,2.0
Sample_A,18.912732474964237,45.8091439248318,1.5406,2.0
Sample_A,19.012875536480685,39.87577980734969,1.5406,2.0
Sample_A,19.11301859799714,21.22757608509181,1.5406,2.0
Sample_A,19.21316165951359,45.91978008166731,1.5406,2.0
Sample_A,19.313304721030043,38.651312255667975,1.5406,2.0
Sample_A,19.413447782546495,43.024421280610305,1.5406,2.0
Sample_A,19.513590844062946,29.396235343341658,1.5406,2.0
Sample_A,19.6137339055794,61.7169251365233,1.5406,2.0
Sample_A,19.71387696709585,57.436594810938026,1.5406,2.0
Sample_A,19.814020028612305,1.8570906455843712,1.5406,2.0
Sample_A,19.914163090128756,69.27966303486168,1.5406,2.0
Sample_A,20.014306151645208,51.93008188275357,1.5406,2.0
Sample_A,20.11444921316166,58.57532053715739,1.5406,2.0
Sample_A,20.21459227467811,61.94667296969271,1.5406,2.0
Sample_A,20.314735336194566,64.60172743381877,1.5406,2.0
Sample_A,20.414878397711014,26.17078367699775,1.5406,2.0
Sample_A,20.51502145922747,80.29155022644167,1.5406,2.0
Sample_A,20.61516452074392,36.0471132691647,1.5406,2.0
Sample_A,20.715307582260372,43.475212604433594,1.5406,2.0
Sample_A,20.815450643776824,65.66329672244368,1.5406,2.0
Sample_A,20.915593705293276,16.257505286360768,1.5406,2.0
Sample_A,21.01573676680973,78.32821620983177,1.5406,2.0
Sample_A,21.11587982832618,37.416905769772654,1.5406,2.0
Sample_A,21.216022889842634,39.67607262992968,1.5406,2.0
Sample_A,21.316165951359086,98.93186536644032,1.5406,2.0
Sample_A,21.416309012875537,18.35598705561189,1.5406,2.0
Sample_A,21.51645207439199,13.887282302347245,1.5406,2.0
Sample_A,21.61659513590844,57.55998600317185,1.5406,2.0
Sample_A,21.716738197424895,29.528276393639384,1.5406,2.0
Sample_A,21.816881258941343,30.84047041354218,1.5406,2.0
Sample_A,21.9170243204578,45.97858698694193,1.5406,2.0
Sample_A,22.01716738197425,56.078460949660524,1.5406,2.0
Sample_A,22.1173104434907,45.22865599035858,1.5406,2.0
Sample_A,22.217453505007153,61.19357249968991,1.5406,2.0
Sample_A,22.317596566523605,22.422498188525797,1.5406,2.0
Sample_A,22.41773962804006,77.39622360664178,1.5406,2.0
Sample_A,22.517882689556508,13.751159978507175,1.5406,2.0
Sample_A,22.618025751072963,52.63354405137502,1.5406,2.0
Sample_A,22.718168812589415,85.2040948904901,1.5406,2.0
Sample_A,22.818311874105866,39.418276543753876,1.5406,2.0
Sample_A,22.918454935622318,69.56258308446075,1.5406,2.0
Sample_A,23.01859799713877,28.779547427918377,1.5406,2.0
Sample_A,23.118741058655225,22.64611955396208,1.5406,2.0
Sample_A,23.218884120171673,13.147727751429272,1.5406,2.0
Sample_A,23.319027181688128,39.64074104339693,1.5406,2.0
Sample_A,23.41917024320458,82.54823640207539,1.5406,2.0
Sample_A,23.51931330472103,56.45016842969811,1.5406,2.0
Sample_A,23.619456366237483,63.97071418092387,1.5406,2.0
Sample_A,23.719599427753934,109.87267951658126,1.5406,2.0
Sample_A,23.81974248927039,54.56870655181575,1.5406,2.0
Sample_A,23.919885550786837,44.41707771503828,1.5406,2.0
Sample_A,24.020028612303292,54.64385532395936,1.5406,2.0
Sample_A,24.120171673819744,69.64318329720295,1.5406,2.0
Sample_A,24.220314735336196,50.46468876793487,1.5406,2.0
Sample_A,24.320457796852647,56.52259472511282,1.5406,2.0
Sample_A,24.4206008583691,44.431450303721974,1.5406,2.0
Sample_A,24.520743919885554,48.248510433041375,1.5406,2.0
Sample_A,24.620886981402002,79.42337180951122,1.5406,2.0
Sample_A,24.721030042918457,40.56452101734471,1.5406,2.0
Sample_A,24.82117310443491,56.19689162257292,1.5406,2.0
Sample_A,24.92131616595136,46.7952537433694,1.5406,2.0
Sample_A,25.021459227467812,54.01728723044672,1.5406,2.0
Sample_A,25.121602288984263,32.14664158974465,1.5406,2.0
Sample_A,25.22174535050072,53.917656660262764,1.5406,2.0
Sample_A,25.321888412017167,49.48538652904767,1.5406,2.0
Sample_A,25.42203147353362,68.53744699026998,1.5406,2.0
Sample_A,25.522174535050073,44.14321870380238,1.5406,2.0
Sample_A,25.622317596566525,70.7567283342601,1.5406,2.0
Sample_A,25.722460658082976,78.430761699775,1.5406,2.0
Sample_A,25.822603719599428,57.900740742475755,1.5406,2.0
Sample_A,25.922746781115883,52.803382176735106,1.5406,2.0
Sample_A,26.02288984263233,55.32496697867584,1.5406,2.0
Sample_A,26.123032904148786,67.09887328631663,1.5406,2.0
Sample_A,26.223175965665238,48.04555824414261,1.5406,2.0
Sample_A,26.32331902718169,74.47609828215032,1.5406,2.0
Sample_A,26.42346208869814,72.30598111417493,1.5406,2.0
Sample_A,26.523605150214593,53.50743719421822,1.5406,2.0
Sample_A,26.623748211731044,43.7889590103789,1.5406,2.0
Sample_A,26.723891273247496,79.7966125655336,1.5406,2.0
Sample_A,26.82403433476395,38.33492815099869,1.5406,2.0
Sample_A,26.924177396280403,51.18978939837395,1.5406,2.0
Sample_A,27.024320457796854,49.93056315244379,1.5406,2.0
Sample_A,27.124463519313306,78.13785480996683,1.5406,2.0
Sample_A,27.224606580829757,135.569582235067,1.5406,2.0
Sample_A,27.32474964234621,159.72201613775326,1.5406,2.0
Sample_A,27.42489270386266,203.3245544249461,1.5406,2.0
Sample_A,27.525035765379116,275.8941264280725,1.5406,2.0
Sample_A,27.625178826895567,377.038680032016,1.5406,2.0
Sample_A,27.72532188841202,443.9291356541452,1.5406,2.0
Sample_A,27.82546494992847,576.2904311279265,1.5406,2.0
Sample_A,27.925608011444922,697.8303814873739,1.5406,2.0
Sample_A,28.025751072961373,802.034057949865,1.5406,2.0
Sample_A,28.125894134477825,894.5405571703922,1.5406,2.0
Sample_A,28.22603719599428,962.640000625182,1.5406,2.0
Sample_A,28.32618025751073,1011.7257026879325,1.5406,2.0
Sample_A,28.426323319027183,1038.5638962014293,1.5406,2.0
Sample_A,28.526466380543635,1032.41851217518,1.5406,2.0
Sample_A,28.626609442060087,961.315349968418,1.5406,2.0
Sample_A,28.726752503576538,891.3009690404239,1.5406,2.0
Sample_A,28.82689556509299,738.184477499084,1.5406,2.0
Sample_A,28.927038626609445,641.3475509586187,1.5406,2.0
Sample_A,29.027181688125896,486.57306152347894,1.5406,2.0
Sample_A,29.127324749642348,415.0922212865342,1.5406,2.0
Sample_A,29.2274678111588,306.01501958800065,1.5406,2.0
Sample_A,29.32761087267525,252.60939853598552,1.5406,2.0
Sample_A,29.427753934191703,172.09322305704754,1.5406,2.0
Sample_A,29.527896995708154,79.98701629487104,1.5406,2.0
Sample_A,29.62804005722461,116.52189760306817,1.5406,2.0
Sample_A,29.72818311874106,95.18965826798994,1.5406,2.0
Sample_A,29.828326180257513,33.394125799393535,1.5406,2.0
Sample_A,29.928469241773964,39.70237635326809,1.5406,2.0
Sample_A,30.028612303290416,67.83672387752574,1.5406,2.0
Sample_A,30.128755364806867,63.49626991736122,1.5406,2.0
Sample_A,30.22889842632332,85.61164516059513,1.5406,2.0
Sample_A,30.329041487839774,76.47706570597532,1.5406,2.0
Sample_A,30.429184549356226,50.31940005022082,1.5406,2.0
Sample_A,30.529327610872677,18.163789131734248,1.5406,2.0
Sample_A,30.62947067238913,45.9854787718915,1.5406,2.0
Sample_A,30.72961373390558,48.05593764102148,1.5406,2.0
Sample_A,30.829756795422032,50.99128151689461,1.5406,2.0
Sample_A,30.929899856938484,80.53378525148695,1.5406,2.0
Sample_A,31.03004291845494,31.44119334988132,1.5406,2.0
Sample_A,31.13018597997139,68.49353123443734,1.5406,2.0
Sample_A,31.230329041487842,92.20321681087863,1.5406,2.0
Sample_A,31.330472103004293,37.128109028303534,1.5406,2.0
Sample_A,31.430615164520745,38.20795091502714,1.5406,2.0
Sample_A,31.530758226037197,67.26364720208375,1.5406,2.0
Sample_A,31.630901287553648,73.53942623582068,1.5406,2.0
Sample_A,31.731044349070103,45.03687731071566,1.5406,2.0
Sample_A,31.831187410586555,52.66729207580981,1.5406,2.0
Sample_A,31.931330472103006,24.32099281544417,1.5406,2.0
Sample_A,32.03147353361946,65.18250116517726,1.5406,2.0
Sample_A,32.13161659513591,38.09080024620182,1.5406,2.0
Sample_A,32.23175965665236,51.206714022805976,1.5406,2.0
Sample_A,32.33190271816881,44.60998844723154,1.5406,2.0
Sample_A,32.43204577968527,67.10310631859964,1.5406,2.0
Sample_A,32.532188841201716,40.36857218570345,1.5406,2.0
Sample_A,32.63233190271817,31.490861719768294,1.5406,2.0
Sample_A,32.732474964234626,49.071091089571304,1.5406,2.0
Sample_A,32.832618025751074,71.89041792753297,1.5406,2.0
Sample_A,32.93276108726752,46.434311987331704,1.5406,2.0
Sample_A,33.03290414878398,86.39569873030453,1.5406,2.0
Sample_A,33.13304721030043,63.24649932580892,1.5406,2.0
Sample_A,33.23319027181688,44.23270271539228,1.5406,2.0
Sample_A,33.333333333333336,48.76198177533545,1.5406,2.0
Sample_A,33.43347639484979,59.80922496242245,1.5406,2.0
Sample_A,33.53361945636624,74.52448447963668,1.5406,2.0
Sample_A,33.63376251788269,93.4763115563972,1.5406,2.0
Sample_A,33.73390557939914,73.54119743982454,1.5406,2.0
Sample_A,33.8340486409156,68.00403791817703,1.5406,2.0
Sample_A,33.934191702432045,65.88759888544249,1.5406,2.0
Sample_A,34.0343347639485,73.76455300632901,1.5406,2.0
Sample_A,34.134477825464955,24.107411565201033,1.5406,2.0
Sample_A,34.2346208869814,69.7489148350179,1.5406,2.0
Sample_A,34.33476394849785,49.11026399443059,1.5406,2.0
Sample_A,34.43490701001431,73.64795526180671,1.5406,2.0
Sample_A,34.53505007153076,80.8581968205656,1.5406,2.0
Sample_A,34.63519313304721,58.14896006695082,1.5406,2.0
Sample_A,34.735336194563665,25.57347222664454,1.5406,2.0
Sample_A,34.83547925608012,33.52045742278628,1.5406,2.0
Sample_A,34.93562231759657,25.11894267187187,1.5406,2.0
Sample_A,35.035765379113016,75.4887374555709,1.5406,2.0
Sample_A,35.13590844062947,50.54805239434199,1.5406,2.0
Sample_A,35.236051502145926,13.166347006771758,1.5406,2.0
Sample_A,35.336194563662374,39.331310649993554,1.5406,2.0
Sample_A,35.43633762517883,18.028010990954453,1.5406,2.0
Sample_A,35.536480686695285,54.14819955942251,1.5406,2.0
Sample_A,35.63662374821173,80.02727288676475,1.5406,2.0
Sample_A,35.73676680972818,112.04051030173073,1.5406,2.0
Sample_A,35.836909871244636,63.9183975732805,1.5406,2.0
Sample_A,35.93705293276109,35.47733570541289,1.5406,2.0
Sample_A,36.03719599427754,29.180123963217405,1.5406,2.0
Sample_A,36.137339055793994,25.86432771296112,1.5406,2.0
Sample_A,36.23748211731045,70.41928005655822,1.5406,2.0
Sample_A,36.3376251788269,53.50740578114879,1.5406,2.0
Sample_A,36.437768240343345,43.74403129507585,1.5406,2.0
Sample_A,36.5379113018598,41.9877692651576,1.5406,2.0
Sample_A,36.638054363376256,31.484377644912293,1.5406,2.0
Sample_A,36.738197424892704,24.71850050144172,1.5406,2.0
Sample_A,36.83834048640916,45.762166652341655,1.5406,2.0
Sample_A,36.938483547925614,56.436033173146214,1.5406,2.0
Sample_A,37.03862660944206,30.75216184344537,1.5406,2.0
Sample_A,37.13876967095851,38.464434527925754,1.5406,2.0
Sample_A,37.238912732474965,68.56055838894252,1.5406,2.0
Sample_A,37.33905579399142,38.440353817906356,1.5406,2.0
Sample_A,37.43919885550787,59.31988661678862,1.5406,2.0
Sample_A,37.53934191702432,3.319329942129059,1.5406,2.0
Sample_A,37.63948497854078,13.684259637144201,1.5406,2.0
Sample_A,37.73962804005723,40.20524295068325,1.5406,2.0
Sample_A,37.839771101573675,71.65026320994534,1.5406,2.0
Sample_A,37.93991416309013,44.489591479063364,1.5406,2.0
Sample_A,38.040057224606585,72.80878734125504,1.5406,2.0
Sample_A,38.14020028612303,63.61695279134274,1.5406,2.0
Sample_A,38.24034334763949,72.20271973171886,1.5406,2.0
Sample_A,38.34048640915594,97.445239558239,1.5406,2.0
Sample_A,38.44062947067239,67.40853142560493,1.5406,2.0
Sample_A,38.54077253218884,44.500244507531306,1.5406,2.0
Sample_A,38.640915593705294,56.113241434886554,1.5406,2.0
Sample_A,38.74105865522175,62.774739168506954,1.5406,2.0
Sample_A,38.8412017167382,62.89554783281509,1.5406,2.0
Sample_A,38.94134477825465,83.73656860773163,1.5406,2.0
Sample_A,39.04148783977111,80.43862141482059,1.5406,2.0
Sample_A,39.141630901287556,107.3893865497644,1.5406,2.0
Sample_A,39.241773962804004,109.991353703453,1.5406,2.0
Sample_A,39.34191702432046,159.7236015684457,1.5406,2.0
Sample_A,39.442060085836914,176.53372379892093,1.5406,2.0
Sample_A,39.54220314735336,242.04573139318407,1.5406,2.0
Sample_A,39.64234620886982,300.4196140938042,1.5406,2.0
Sample_A,39.74248927038627,387.44910938974004,1.5406,2.0
Sample_A,39.84263233190272,451.69288523845137,1.5406,2.0
Sample_A,39.94277539341917,513.9885272422455,1.5406,2.0
Sample_A,40.042918454935624,596.6086755322085,1.5406,2.0
Sample_A,40.14306151645208,636.1825746713447,1.5406,2.0
Sample_A,40.24320457796853,629.6190315757968,1.5406,2.0
Sample_A,40.34334763948498,643.865721071972,1.5406,2.0
Sample_A,40.44349070100144,632.6556446446407,1.5406,2.0
Sample_A,40.543633762517885,624.0308451827002,1.5406,2.0
Sample_A,40.64377682403433,549.0766718000214,1.5406,2.0
Sample_A,40.74391988555079,446.37040402711716,1.5406,2.0
Sample_A,40.84406294706724,363.0477544299206,1.5406,2.0
Sample_A,40.94420600858369,339.0936791152194,1.5406,2.0
Sample_A,41.04434907010015,250.33847419758416,1.5406,2.0
Sample_A,41.1444921316166,172.6117744125774,1.5406,2.0
Sample_A,41.24463519313305,136.1870722312932,1.5406,2.0
Sample_A,41.3447782546495,136.33226609015318,1.5406,2.0
Sample_A,41.44492131616595,110.29570961755327,1.5406,2.0
Sample_A,41.54506437768241,74.41419249020204,1.5406,2.0
Sample_A,41.645207439198856,47.46924678864302,1.5406,2.0
Sample_A,41.74535050071531,45.705538655578216,1.5406,2.0
Sample_A,41.845493562231766,46.86478472293802,1.5406,2.0
Sample_A,41.945636623748214,25.652938018546397,1.5406,2.0
Sample_A,42.04577968526466,46.872048868287756,1.5406,2.0
Sample_A,42.14592274678112,33.1369014001347,1.5406,2.0
Sample_A,42.24606580829757,46.786293418108556,1.5406,2.0
Sample_A,42.34620886981402,26.391545197771457,1.5406,2.0
Sample_A,42.446351931330476,61.262055274764236,1.5406,2.0
Sample_A,42.546494992846924,43.30120320075477,1.5406,2.0
Sample_A,42.64663805436338,67.02197062407532,1.5406,2.0
Sample_A,42.74678111587983,57.76762502132715,1.5406,2.0
Sample_A,42.84692417739628,49.41923232890216,1.5406,2.0
Sample_A,42.94706723891274,29.87312334151503,1.5406,2.0
Sample_A,43.047210300429185,56.224197780081354,1.5406,2.0
Sample_A,43.14735336194564,26.09447998853465,1.5406,2.0
Sample_A,43.24749642346209,29.82672736449016,1.5406,2.0
Sample_A,43.347639484978544,45.075714098118034,1.5406,2.0
Sample_A,43.44778254649499,16.317622920195625,1.5406,2.0
Sample_A,43.54792560801145,102.33884821291191,1.5406,2.0
Sample_A,43.6480686695279,45.22833704470078,1.5406,2.0
Sample_A,43.74821173104435,8.869422341670614,1.5406,2.0
Sample_A,43.848354792560805,77.02325836353492,1.5406,2.0
Sample_A,43.94849785407725,61.24903349064466,1.5406,2.0
Sample_A,44.04864091559371,60.086026949584195,1.5406,2.0
Sample_A,44.148783977110156,55.64411741874877,1.5406,2.0
Sample_A,44.24892703862661,22.666826144978984,1.5406,2.0
Sample_A,44.34907010014307,64.207752209046,1.5406,2.0
Sample_A,44.449213161659515,38.726196208789645,1.5406,2.0
Sample_A,44.54935622317597,29.63669236049613,1.5406,2.0
Sample_A,44.64949928469242,41.01959904170285,1.5406,2.0
Sample_A,44.74964234620887,43.04396651213404,1.5406,2.0
Sample_A,44.84978540772532,59.335783590508804,1.5406,2.0
Sample_A,44.949928469241776,82.36658836953754,1.5406,2.0
Sample_A,45.05007153075823,70.21553567214917,1.5406,2.0
Sample_A,45.15021459227468,32.95564748236143,1.5406,2.0
Sample_A,45.250357653791134,52.94195602198296,1.5406,2.0
Sample_A,45.35050071530758,61.522670335192956,1.5406,2.0
Sample_A,45.45064377682404,11.11176892593982,1.5406,2.0
Sample_A,45.550786838340485,0.0,1.5406,2.0
Sample_A,45.65092989985694,6.483313643202166,1.5406,2.0
Sample_A,45.751072961373396,46.35220892410816,1.5406,2.0
Sample_A,45.851216022889844,43.615410442354914,1.5406,2.0
Sample_A,45.9513590844063,48.685048871432805,1.5406,2.0
Sample_A,46.05150214592275,61.79222980322359,1.5406,2.0
Sample_A,46.1516452074392,35.09490596583554,1.5406,2.0
Sample_A,46.25178826895565,44.435144331745114,1.5406,2.0
Sample_A,46.351931330472105,25.9879455611585,1.5406,2.0
Sample_A,46.45207439198856,29.321339224213972,1.5406,2.0
Sample_A,46.55221745350501,50.88247518489818,1.5406,2.0
Sample_A,46.65236051502146,48.485618112349876,1.5406,2.0
Sample_A,46.75250357653791,61.33025269846448,1.5406,2.0
Sample_A,46.85264663805437,73.17733096856864,1.5406,2.0
Sample_A,46.952789699570815,44.64530268366343,1.5406,2.0
Sample_A,47.05293276108727,54.68673791714054,1.5406,2.0
Sample_A,47.153075822603725,35.88080415115258,1.5406,2.0
Sample_A,47.25321888412017,35.47135120010929,1.5406,2.0
Sample_A,47.35336194563663,41.48646299561315,1.5406,2.0
Sample_A,47.453505007153076,22.509205737654113,1.5406,2.0
Sample_A,47.55364806866953,20.206327743601868,1.5406,2.0
Sample_A,47.65379113018598,33.43439801110233,1.5406,2.0
Sample_A,47.753934191702434,32.16732392547457,1.5406,2.0
Sample_A,47.85407725321889,30.922487998041987,1.5406,2.0
Sample_A,47.95422031473534,42.20713296309922,1.5406,2.0
Sample_A,48.05436337625179,49.232389995131605,1.5406,2.0
Sample_A,48.15450643776824,48.09793691720624,1.5406,2.0
Sample_A,48.254649499284696,64.30843150488752,1.5406,2.0
Sample_A,48.354792560801144,44.19347198628657,1.5406,2.0
Sample_A,48.4549356223176,42.15167111538763,1.5406,2.0
Sample_A,48.555078683834054,55.69536895987923,1.5406,2.0
Sample_A,48.6552217453505,93.9611993812056,1.5406,2.0
Sample_A,48.75536480686696,80.90814661522674,1.5406,2.0
Sample_A,48.855507868383405,72.07682073281163,1.5406,2.0
Sample_A,48.95565092989986,66.1470727012078,1.5406,2.0
Sample_A,49.05579399141631,96.74078645274152,1.5406,2.0
Sample_A,49.155937052932764,108.68833319299085,1.5406,2.0
Sample_A,49.25608011444922,133.78989294275956,1.5406,2.0
Sample_A,49.35622317596567,164.50250177820072,1.5406,2.0
Sample_A,49.45636623748212,236.74501353360904,1.5406,2.0
Sample_A,49.55650929899857,310.04041652737953,1.5406,2.0
Sample_A,49.656652360515025,317.8372048941585,1.5406,2.0
Sample_A,49.75679542203147,338.2991124765603,1.5406,2.0
Sample_A,49.85693848354793,423.71332079548034,1.5406,2.0
Sample_A,49.95708154506438,447.0073835067864,1.5406,2.0
Sample_A,50.05722460658083,437.34748169477933,1.5406,2.0
Sample_A,50.15736766809729,424.38775093196153,1.5406,2.0
Sample_A,50.257510729613735,420.6855820512377,1.5406,2.0
Sample_A,50.35765379113019,402.31941265585795,1.5406,2.0
Sample_A,50.45779685264664,355.83459271231237,1.5406,2.0
Sample_A,50.55793991416309,315.8464381287443,1.5406,2.0
Sample_A,50.65808297567955,270.37692909173126,1.5406,2.0
Sample_A,50.758226037195996,221.65977692275663,1.5406,2.0
Sample_A,50.85836909871245,167.66664762623427,1.5406,2.0
Sample_A,50.9585121602289,129.7052602532715,1.5406,2.0
Sample_A,51.058655221745354,107.30017476038533,1.5406,2.0
Sample_A,51.1587982832618,97.67162608797626,1.5406,2.0
Sample_A,51.25894134477826,76.29560014297613,1.5406,2.0
Sample_A,51.35908440629471,80.2678615908863,1.5406,2.0
Sample_A,51.45922746781116,91.51465452081347,1.5406,2.0
Sample_A,51.559370529327616,64.32534310223149,1.5406,2.0
Sample_A,51.659513590844064,71.8295860176527,1.5406,2.0
Sample_A,51.75965665236052,75.23606703214395,1.5406,2.0
Sample_A,51.85979971387697,17.653561604006057,1.5406,2.0
Sample_A,51.95994277539342,30.530629660825014,1.5406,2.0
Sample_A,52.06008583690988,30.820276509847087,1.5406,2.0
Sample_A,52.160228898426325,80.03325027200331,1.5406,2.0
Sample_A,52.26037195994278,63.39698811955947,1.5406,2.0
Sample_A,52.36051502145923,26.417669485330716,1.5406,2.0
Sample_A,52.460658082975684,26.34056449940016,1.5406,2.0
Sample_A,52.56080114449213,10.325589646819154,1.5406,2.0
Sample_A,52.66094420600859,15.438001427115971,1.5406,2.0
Sample_A,52.76108726752504,91.2176715280701,1.5406,2.0
Sample_A,52.86123032904149,58.37453599203887,1.5406,2.0
Sample_A,52.961373390557945,77.97749131910138,1.5406,2.0
Sample_A,53.06151645207439,30.670478155212837,1.5406,2.0
Sample_A,53.16165951359085,55.67652697976542,1.5406,2.0
Sample_A,53.261802575107296,41.71420982009159,1.5406,2.0
Sample_A,53.36194563662375,47.30770703938318,1.5406,2.0
Sample_A,53.46208869814021,29.77489294933819,1.5406,2.0
Sample_A,53.562231759656655,0.0,1.5406,2.0
Sample_A,53.66237482117311,54.961383749678056,1.5406,2.0
Sample_A,53.76251788268956,25.135831651491884,1.5406,2.0
Sample_A,53.86266094420601,71.30341279609101,1.5406,2.0
Sample_A,53.96280400572246,45.87142088096555,1.5406,2.0
Sample_A,54.062947067238916,28.00536581550803,1.5406,2.0
Sample_A,54.16309012875537,38.27387960755007,1.5406,2.0
Sample_A,54.26323319027182,68.63377265856076,1.5406,2.0
Sample_A,54.363376251788274,58.14853277992081,1.5406,2.0
Sample_A,54.46351931330472,10.199607759890839,1.5406,2.0
Sample_A,54.56366237482118,71.66589145204057,1.5406,2.0
Sample_A,54.663805436337626,50.53960250359342,1.5406,2.0
Sample_A,54.76394849785408,104.22787637968398,1.5406,2.0
Sample_A,54.864091559370536,34.63858654015692,1.5406,2.0
Sample_A,54.964234620886984,70.84015990736643,1.5406,2.0
